name,description,exchange,close,currency,change,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.10Y,Perf.All,Volatility.W,Volatility.M,SMA10,SMA30,SMA50,SMA100,SMA200,RSI,trend_score,trend_label,rsi_state
SPIE,SPIE SA,EURONEXT,48.52,EUR,0.08,-6.33,2.80,-0.45,11.75,-0.70,14.11,135.76,182.09,185.41,1.50,2.55,49.60,47.75,47.16,47.99,47.64,51.01,5,UP,NEUTRAL
KESKOB,Kesko Oyj Class B,OMXHEX,20.34,EUR,0.49,-1.83,2.42,-4.06,10.72,5.28,0.99,-21.92,134.74,526.33,1.32,1.61,20.60,20.14,19.96,20.11,19.38,50.71,5,UP,NEUTRAL
ADDT_B,Addtech AB Class B,OMXSTO,325.60,SEK,1.06,-2.92,2.07,2.39,4.16,-0.61,-8.23,121.50,1070.70,9429.85,2.10,2.17,330.76,330.68,321.66,319.26,320.73,47.02,5,UP,NEUTRAL
NIBE_B,NIBE Industrier AB Class B,OMXSTO,41.62,SEK,-0.98,-8.93,4.52,7.05,12.49,16.84,-9.95,-46.85,143.31,2267.10,3.28,3.28,43.26,41.52,39.05,37.78,37.96,49.70,5,UP,NEUTRAL
PSON,Pearson PLC,LSE,1096.00,GBX,0.60,-2.66,8.03,21.13,8.19,4.43,-7.04,28.46,36.15,100.57,2.32,2.23,1101.50,1064.46,1027.66,999.96,1026.02,59.34,5,UP,NEUTRAL
IMI,IMI plc,LSE,2718.00,GBX,0.82,-5.49,-3.00,-3.69,10.58,8.63,42.30,65.23,176.64,765.61,2.62,2.37,2765.80,2778.47,2744.12,2727.56,2531.12,44.24,5,UP,NEUTRAL
JYSK,Jyske Bank A/S,OMXCOP,895.00,DKK,0.45,2.11,-1.86,-7.78,14.09,2.87,50.17,192.96,250.43,1201.45,1.83,1.79,884.50,897.85,890.96,904.27,816.71,51.60,5,UP,NEUTRAL
TE,Technip Energies NV,EURONEXT,37.28,EUR,1.08,-4.36,-6.80,14.99,4.72,15.13,17.09,213.41,210.67,210.67,2.49,3.13,37.98,38.94,36.79,34.93,36.28,45.36,5,UP,NEUTRAL
DEMANT,Demant A/S,OMXCOP,235.80,DKK,-0.84,4.71,20.18,28.71,5.93,9.57,-8.11,-21.40,77.29,383.20,2.61,3.36,224.22,210.59,200.87,204.53,219.16,65.48,5,UP,NEUTRAL
AAK,AAK AB,OMXSTO,263.60,SEK,0.61,0.84,6.55,4.35,-2.01,0.15,6.89,41.30,153.46,1021.71,1.72,2.03,263.58,251.95,244.20,248.81,254.14,61.00,5,UP,NEUTRAL
UMI,Umicore SA,EURONEXT,26.22,EUR,1.00,23.68,48.72,39.54,54.24,46.07,201.03,-47.56,16.94,586.80,4.66,3.86,21.75,18.71,17.88,18.49,16.76,89.62,5,UP,OVERBOUGHT
ISS,ISS A/S,OMXCOP,264.60,DKK,1.38,4.50,8.89,1.38,25.52,21.49,61.74,97.46,3.81,51.20,1.65,2.13,253.90,242.55,234.12,234.34,217.26,73.82,5,UP,OVERBOUGHT
IMCD,IMCD N.V.,EURONEXT,95.82,EUR,-1.22,-2.06,3.88,4.08,17.46,23.00,-22.94,-23.34,166.28,335.55,2.61,3.65,97.85,95.05,87.15,83.96,86.00,53.62,5,UP,NEUTRAL
LAGR_B,Lagercrantz Group AB Class B,OMXSTO,242.20,SEK,0.25,-0.74,13.18,17.69,11.61,13.60,1.34,175.23,819.75,6172.82,2.45,2.37,242.22,229.63,219.23,212.66,216.45,59.54,5,UP,NEUTRAL
ROP,Roche Holding Ltd,SIX,320.00,CHF,-0.47,-0.47,2.30,-10.64,11.07,-2.44,20.89,6.58,30.08,149.03,2.00,1.97,318.71,317.87,321.14,333.99,304.88,50.37,4,UP,NEUTRAL
NOVO_B,Novo Nordisk A/S Class B,OMXCOP,299.20,DKK,0.91,-0.27,25.58,-3.55,-4.86,-9.06,-33.51,27.32,68.28,34358.34,3.03,3.98,289.36,261.51,253.83,293.52,316.05,69.11,4,UP,NEUTRAL
DTE,Deutsche Telekom AG,XETR,27.68,EUR,-1.00,-0.65,-5.08,-13.50,2.18,-0.97,-12.43,63.23,72.78,71.08,2.74,2.63,27.57,28.73,30.25,29.78,29.46,41.68,4,UP,NEUTRAL
BP.,BP PLC,LSE,540.40,GBX,-0.68,-1.03,-5.52,18.57,17.85,25.09,40.45,75.40,49.08,135.47,1.88,2.91,552.28,566.81,555.65,502.98,468.49,43.04,4,UP,NEUTRAL
ATCO_A,Atlas Copco AB Class A,OMXSTO,174.45,SEK,-0.99,-1.44,-1.44,-10.63,11.83,4.96,7.39,47.14,277.09,2228.52,2.45,2.90,177.15,178.38,175.40,179.24,168.46,44.96,4,UP,NEUTRAL
DG,VINCI SA,EURONEXT,127.20,EUR,0.91,-4.40,-5.11,-4.65,6.35,6.85,3.29,33.04,97.45,1133.75,1.79,2.19,128.76,131.26,130.30,128.04,123.76,44.60,4,UP,NEUTRAL
VOLV_B,Volvo AB Class B,OMXSTO,318.00,SEK,-0.31,-1.15,-0.69,-9.25,19.50,7.11,15.22,47.91,244.16,747.98,1.66,2.07,321.14,319.23,318.81,320.27,298.03,47.96,4,UP,NEUTRAL
NDA_FI,Nordea Bank Abp,OMXHEX,15.45,EUR,-0.13,-2.86,-1.22,-8.09,2.62,-4.13,23.02,83.02,87.10,168.61,1.72,1.72,15.69,15.65,15.59,16.01,15.04,43.68,4,UP,NEUTRAL
DBK,Deutsche Bank Aktiengesellschaft,XETR,27.52,EUR,1.31,0.60,-1.40,-10.67,-14.79,-16.90,11.46,134.21,113.20,40.04,1.70,2.34,26.88,27.18,26.75,29.47,30.02,53.89,4,UP,NEUTRAL
DSV,DSV A/S,OMXCOP,1591.50,DKK,-1.12,8.27,-3.19,-16.74,11.22,-1.21,4.88,14.41,442.99,6849.78,3.32,3.44,1529.70,1604.83,1600.61,1650.69,1529.44,50.69,4,UP,NEUTRAL
CPG,Compass Group PLC,LSE,32.59,USD,0.59,8.85,19.95,25.79,4.30,7.38,1.11,65.53,100.31,248.28,5.66,4.47,30.10,29.02,28.66,28.69,30.42,72.44,4,UP,OVERBOUGHT
UCB,UCB S.A.,EURONEXT,240.10,EUR,0.42,1.74,-12.50,-12.05,8.15,1.69,53.91,207.82,260.67,433.56,2.41,3.02,234.99,249.26,251.01,254.32,238.09,46.58,4,UP,NEUTRAL
DB1,Deutsche Boerse AG,XETR,243.60,EUR,-0.65,-3.33,-4.40,15.45,17.85,8.65,-12.88,74.06,219.89,1177.40,1.96,1.85,250.96,256.48,250.88,233.28,232.74,37.30,4,UP,NEUTRAL
P911,Porsche AG,XETR,46.60,EUR,1.11,8.37,10.11,13.38,0.19,1.39,-3.84,-44.52,-44.52,-44.52,2.99,2.87,43.27,41.90,40.15,41.52,43.03,72.05,4,UP,OVERBOUGHT
BAYN,Bayer AG,XETR,38.25,EUR,0.74,-0.73,-6.34,-15.56,29.24,3.38,54.86,-31.85,-59.93,185.49,3.28,3.17,37.80,39.10,38.89,40.53,34.53,47.85,4,UP,NEUTRAL
UMG,Universal Music Group N.V.,EURONEXT,19.98,EUR,2.59,5.16,4.06,0.35,-10.04,-9.92,-25.97,-20.87,-20.87,-20.87,2.25,2.54,19.18,19.30,18.42,19.56,21.52,58.16,4,UP,NEUTRAL
DTG,Daimler Truck Holding AG,XETR,40.80,EUR,2.03,-3.80,-8.19,-5.03,15.12,9.15,3.06,45.75,45.75,45.71,2.07,2.72,41.45,42.60,42.08,41.51,39.40,44.16,4,UP,NEUTRAL
MAERSK_B,A.P. Moller - Maersk A/S Class B,OMXCOP,14695.00,DKK,2.83,-4.89,-7.95,-3.61,18.51,0.62,16.81,-1.14,73.70,121.50,4.54,3.38,14719.00,15226.50,15940.00,15558.85,14376.68,44.32,4,UP,NEUTRAL
PGHN,Partners Group Holding AG,SIX,883.60,CHF,0.05,1.10,2.72,-7.38,-6.56,-12.51,-25.12,-32.39,123.55,1005.19,1.65,2.61,873.70,886.13,858.77,923.51,976.89,50.43,4,UP,NEUTRAL
KNIN,Kuehne & Nagel International AG,SIX,174.40,CHF,0.11,-1.41,-2.57,-8.76,12.12,1.13,-6.24,-37.45,29.67,817.89,2.05,2.86,176.10,181.99,178.50,178.04,169.12,43.47,4,UP,NEUTRAL
TEL,Telenor ASA,OSL,157.50,NOK,0.45,2.67,-6.47,-10.87,8.25,7.36,4.51,7.22,16.24,319.49,1.83,1.83,154.14,161.35,164.90,160.89,159.98,44.99,4,UP,NEUTRAL
CLNX,Cellnex Telecom S.A.,BME,28.56,EUR,1.60,0.21,-4.16,-3.19,8.97,3.37,-12.15,-38.11,169.99,141.35,1.79,2.39,28.35,28.78,28.57,28.17,28.29,50.55,4,UP,NEUTRAL
EDP,EDP S.A.,EURONEXT,4.42,EUR,0.57,-0.79,-5.86,1.08,15.58,12.63,29.36,-4.00,45.07,92.80,2.08,2.14,4.44,4.54,4.46,4.33,4.13,46.63,4,UP,NEUTRAL
CCH,Coca-Cola HBC AG,LSE,4208.00,GBX,-1.31,-2.41,-5.03,-10.81,14.85,9.30,12.39,64.89,203.39,140.46,2.33,2.30,4281.30,4294.27,4343.64,4254.24,3952.73,44.44,4,UP,NEUTRAL
DSFIR,DSM-Firmenich AG,EURONEXT,67.94,EUR,2.54,-1.82,8.70,7.88,-6.47,-1.45,-28.44,-39.88,-39.88,-39.88,2.33,2.21,65.70,64.09,61.93,63.92,69.67,63.75,4,UP,NEUTRAL
CARL_B,Carlsberg AS Class B,OMXCOP,830.60,DKK,-1.63,-4.31,-2.63,-16.19,4.01,-0.55,-9.24,-24.63,32.47,266.18,1.99,2.49,856.02,836.53,847.93,870.41,826.28,45.36,4,UP,NEUTRAL
GALP,"Galp Energia, SGPS S.A. Class B",EURONEXT,19.37,EUR,0.31,1.04,-0.31,8.91,6.57,33.40,34.28,86.79,64.43,227.75,1.53,2.71,19.41,19.60,19.95,18.19,17.38,47.93,4,UP,NEUTRAL
BOL,Boliden AB,OMXSTO,545.60,SEK,4.52,8.82,1.98,-17.95,26.91,5.65,74.31,65.73,356.70,16.85,3.88,3.73,509.57,521.92,554.99,576.64,478.34,54.24,4,UP,NEUTRAL
UPM,UPM-Kymmene Oyj,OMXHEX,25.34,EUR,0.64,-2.46,-4.92,-8.52,4.67,1.77,1.28,-22.03,53.30,23.16,1.70,2.15,25.38,26.00,26.02,25.57,24.53,44.64,4,UP,NEUTRAL
PZU,Powszechny Zaklad Ubezpieczen Spolka Akcyjna,GPW,64.22,PLN,0.85,-2.73,-5.53,-7.62,5.56,-4.15,1.94,86.79,93.14,84.01,2.26,2.29,63.79,65.65,64.93,67.03,63.81,46.68,4,UP,NEUTRAL
METSO,Metso Corporation,OMXHEX,15.10,EUR,1.41,2.86,-6.56,-12.21,7.74,0.67,44.91,58.45,348.07,383.20,2.90,3.37,14.79,15.31,15.37,15.77,14.12,49.25,4,UP,NEUTRAL
BKT,Bankinter SA,BME,13.79,EUR,1.55,-3.09,-6.25,0.36,1.21,-2.37,23.17,191.03,206.29,207.14,1.79,1.86,13.90,14.18,13.84,14.03,13.63,45.10,4,UP,NEUTRAL
KRZ,Kerry Group PLC,EURONEXT,72.20,EUR,0.63,-1.10,8.41,-7.08,-9.92,-5.81,-21.95,-33.70,-9.75,371.90,2.08,1.96,71.71,69.11,68.83,71.92,75.25,61.41,4,UP,NEUTRAL
BEAN,BELIMO Holding AG,SIX,788.50,CHF,9.29,8.24,12.56,-12.05,0.25,-1.99,3.68,121.18,483.21,2485.25,3.80,3.20,737.75,713.35,701.07,769.91,804.56,63.49,4,UP,NEUTRAL
CNA,Centrica plc,LSE,202.70,GBX,0.95,-1.12,-4.39,4.54,18.82,19.41,39.74,273.43,0.30,272.59,1.85,2.49,205.31,208.44,205.78,195.02,181.30,46.24,4,UP,NEUTRAL
SY1,Symrise AG,XETR,74.16,EUR,0.19,-1.25,1.87,-2.86,1.23,7.51,-26.17,-28.80,30.08,329.91,2.17,2.28,74.26,74.27,73.29,72.91,74.57,50.37,4,UP,NEUTRAL
ITRK,Intertek Group plc,LSE,5645.00,GBX,1.16,10.51,29.35,28.24,13.40,21.92,14.50,-4.03,70.80,1197.70,4.09,4.02,5119.80,4601.10,4267.26,4411.87,4587.83,76.45,4,UP,OVERBOUGHT
ORNBV,Orion Oyj Class B,OMXHEX,67.35,EUR,0.00,-3.99,-7.04,-10.02,12.91,5.56,23.46,88.60,121.55,244.85,2.76,2.67,68.47,70.46,69.62,68.72,66.95,42.01,4,UP,NEUTRAL
LPP,LPP S.A.,GPW,20740.00,PLN,2.47,-7.99,-11.74,0.44,24.27,-0.34,25.24,90.28,291.32,42751.24,3.90,3.16,21204.00,22481.67,21421.30,20979.80,19065.02,41.02,4,UP,NEUTRAL
DHER,Delivery Hero SE,XETR,27.45,EUR,4.57,30.71,58.81,37.25,51.95,20.50,2.35,-73.71,2.04,2.04,9.54,6.26,22.45,19.71,18.55,20.69,21.74,80.57,4,UP,OVERBOUGHT
ALE,Allegro.eu S.A.,GPW,30.77,PLN,1.25,-1.69,9.66,2.96,-11.10,-0.74,-11.88,-40.83,-52.66,-52.66,3.66,2.85,30.07,29.18,28.25,29.14,31.91,59.67,4,UP,NEUTRAL
A2A,A2A S.p.A.,MIL,2.36,EUR,1.82,-1.59,-6.17,-5.04,-2.64,2.04,8.47,37.02,92.80,117.74,2.22,2.26,2.35,2.42,2.40,2.41,2.35,46.18,4,UP,NEUTRAL
SAVE,Nordnet AB,OMXSTO,301.40,SEK,-0.53,-3.64,-8.39,2.45,8.57,11.55,12.30,110.77,176.51,176.51,1.92,2.42,306.64,317.74,307.38,293.67,283.67,40.80,4,UP,NEUTRAL
SW,Sodexo SA,EURONEXT,46.64,EUR,1.57,4.81,20.52,0.95,-0.34,6.97,-18.53,-25.95,-30.08,553.44,3.00,2.69,44.05,43.13,43.38,43.88,47.15,64.55,4,UP,NEUTRAL
SPX,Spirax Group plc.,LSE,7125.00,GBX,1.21,-6.50,-3.09,-8.06,0.64,2.00,11.50,-40.65,108.03,1190.76,3.07,2.78,7283.00,7273.47,7125.18,7220.09,7058.70,45.73,4,UP,NEUTRAL
ALSYDB,AL Sydbank A/S,OMXCOP,528.00,DKK,0.86,-1.40,-3.47,-4.35,-6.22,-7.37,-6.22,-6.22,-6.22,-6.22,1.69,1.94,535.15,543.20,534.45,546.65,0.00,43.25,4,UP,NEUTRAL
ROCK_B,ROCKWOOL A/S Class B,OMXCOP,193.00,DKK,2.39,3.93,4.66,-17.01,-7.21,-14.49,-37.01,-32.87,75.93,865.00,3.77,3.42,187.56,187.31,184.52,201.97,220.05,54.83,4,UP,NEUTRAL
G24,Scout24 SE,XETR,74.55,EUR,-3.31,7.50,13.73,9.96,-16.52,-13.16,-30.78,14.83,119.23,142.44,5.72,3.96,71.69,69.25,69.02,74.36,88.57,60.16,4,UP,NEUTRAL
ALLFG,Allfunds Group plc,EURONEXT,8.39,EUR,0.54,-4.28,-2.16,4.29,32.20,4.22,57.50,-38.14,-33.64,-33.64,1.19,1.47,8.58,8.62,8.55,8.31,7.39,39.80,4,UP,NEUTRAL
RILBA,Ringkjobing Landbobank A/S,OMXCOP,1541.00,DKK,0.13,-2.10,-1.85,-7.78,7.24,0.20,16.74,151.80,459.14,5503.64,1.48,2.14,1563.10,1575.60,1559.60,1576.50,1514.61,43.61,4,UP,NEUTRAL
SECT_B,Sectra AB Class B,OMXSTO,259.20,SEK,0.15,-0.99,10.67,38.46,-10.62,3.35,-15.84,142.51,1212.50,772.37,2.57,2.65,260.18,253.33,238.63,229.14,271.69,56.72,4,UP,NEUTRAL
AG1,AUTO1 Group SE,XETR,19.68,EUR,-4.74,4.35,4.13,2.45,-22.88,-29.46,-13.68,-50.05,-64.22,-64.22,9.45,6.00,18.59,18.28,17.39,21.28,24.40,56.99,4,UP,NEUTRAL
