name,description,exchange,close,currency,change,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.10Y,Perf.All,Volatility.W,Volatility.M,SMA10,SMA30,SMA50,SMA100,SMA200,RSI,trend_score,trend_label,rsi_state
USB,U.S. Bancorp,NYSE,53.63,USD,1.68,-4.62,-4.51,-9.71,13.64,0.55,21.27,-12.89,30.03,7973.68,2.04,1.97,54.95,55.53,54.03,55.06,51.57,41.40,4,UP,NEUTRAL
REGN,"Regeneron Pharmaceuticals, Inc.",NASDAQ,718.55,USD,-0.18,0.01,-3.55,-8.44,3.06,-7.19,24.67,39.13,89.09,3301.44,2.14,2.58,713.26,736.43,743.80,757.99,690.72,45.67,4,UP,NEUTRAL
EOG,"EOG Resources, Inc.",NYSE,134.32,USD,-0.45,2.60,-0.42,13.19,22.72,27.92,16.52,64.13,68.66,5272.80,1.59,2.23,135.37,135.71,136.70,124.47,118.56,48.29,4,UP,NEUTRAL
WBD,"Warner Bros. Discovery, Inc. Series A",NASDAQ,27.25,USD,0.00,0.36,-0.29,-3.13,19.78,-5.35,198.79,-30.56,-2.99,302.36,0.59,0.90,27.15,27.23,27.33,27.82,23.37,51.02,4,UP,NEUTRAL
SRE,Sempra,NYSE,92.13,USD,0.49,-0.06,-4.16,0.71,-1.29,3.84,22.70,33.35,76.33,884.63,1.82,1.94,93.02,94.67,94.69,92.27,89.96,42.98,4,UP,NEUTRAL
O,Realty Income Corporation,NYSE,61.61,USD,0.15,-3.13,-2.82,-4.78,8.39,9.33,11.92,-2.90,0.02,695.27,1.21,1.43,62.66,63.23,63.06,62.30,60.32,40.69,4,UP,NEUTRAL
OXY,Occidental Petroleum Corporation,NYSE,56.31,USD,0.23,4.46,-1.07,19.81,33.99,36.54,28.33,123.10,-26.05,210.32,2.00,2.60,56.42,57.64,58.34,51.82,47.68,47.45,4,UP,NEUTRAL
DVN,Devon Energy Corporation,NYSE,46.54,USD,-0.77,1.90,-0.19,4.54,32.25,26.88,36.68,78.31,39.01,765.86,1.80,2.76,47.73,47.72,47.79,43.86,39.22,45.02,4,UP,NEUTRAL
MET,"MetLife, Inc.",NYSE,78.88,USD,1.02,-2.09,4.59,-0.21,-0.02,-0.08,-2.80,20.04,105.50,510.41,1.81,2.05,78.97,77.02,74.09,75.93,77.43,58.04,4,UP,NEUTRAL
TTWO,"Take-Two Interactive Software, Inc.",NASDAQ,243.20,USD,7.14,8.06,20.09,19.57,3.07,-5.63,7.75,46.40,557.83,6532.69,2.55,2.82,224.79,213.86,209.44,219.03,231.50,76.30,4,UP,OVERBOUGHT
FITB,Fifth Third Bancorp,NASDAQ,47.87,USD,1.48,-5.73,-3.88,-12.45,13.33,2.18,21.68,12.95,177.67,16257.37,1.95,2.16,49.23,49.58,47.88,49.23,46.49,42.60,4,UP,NEUTRAL
AMP,"Ameriprise Financial, Inc.",NYSE,472.71,USD,0.75,0.13,3.20,-1.70,2.92,-3.53,-9.13,84.11,404.01,1143.32,1.59,2.48,468.58,461.61,455.33,476.49,480.90,55.81,4,UP,NEUTRAL
KR,Kroger Co.,NYSE,66.33,USD,0.14,1.27,-0.65,-3.41,0.60,6.37,-1.80,77.56,90.67,8608.59,1.88,2.20,66.23,67.89,69.92,67.35,67.26,44.60,4,UP,NEUTRAL
HSY,Hershey Company,NYSE,195.71,USD,0.02,5.53,-0.21,-15.29,9.19,7.54,19.99,14.30,112.13,18688.35,2.16,2.42,188.12,193.24,202.17,203.37,193.55,54.11,4,UP,NEUTRAL
HUM,Humana Inc.,NYSE,304.85,USD,0.00,24.04,53.57,76.52,29.52,19.06,29.76,-32.90,84.86,25471.47,6.44,4.61,265.88,227.05,204.96,215.57,242.23,88.69,4,UP,OVERBOUGHT
PRU,"Prudential Financial, Inc.",NYSE,103.59,USD,1.18,3.09,5.70,-1.70,-3.66,-8.22,-3.30,-3.24,36.92,255.98,1.66,2.33,100.66,98.59,97.08,102.86,104.34,65.98,4,UP,NEUTRAL
MTB,M&T Bank Corporation,NYSE,208.56,USD,2.19,-3.67,-5.32,-11.68,11.89,3.78,12.07,25.64,84.55,16501.39,1.87,2.05,211.79,215.64,210.57,214.51,203.18,43.19,4,UP,NEUTRAL
ATO,Atmos Energy Corporation,NYSE,180.97,USD,0.56,-3.15,-3.25,2.43,1.68,8.27,17.88,80.39,143.17,3141.15,1.42,1.88,183.60,186.13,185.48,178.93,174.24,41.32,4,UP,NEUTRAL
AEE,Ameren Corporation,NYSE,109.08,USD,-0.01,-0.11,-2.34,0.58,4.11,9.36,15.51,30.15,127.53,387.51,1.04,1.76,110.27,111.33,110.74,107.70,104.86,43.20,4,UP,NEUTRAL
EL,Estee Lauder Companies Inc. Class A,NYSE,82.44,USD,0.38,-5.28,9.97,-22.43,-7.17,-21.94,26.80,-72.12,-11.08,855.88,3.04,3.84,83.39,77.70,79.53,94.91,93.89,53.55,4,UP,NEUTRAL
DTE,DTE Energy Company,NYSE,142.45,USD,0.32,0.11,-3.26,1.75,3.26,10.13,7.28,18.13,84.56,531.77,1.24,1.81,143.35,146.13,146.29,141.38,139.34,42.99,4,UP,NEUTRAL
IQV,IQVIA Holdings Inc,NYSE,173.79,USD,0.82,-2.29,0.57,6.67,-21.27,-22.90,15.34,-25.94,164.32,297.14,3.49,3.98,172.37,170.31,169.70,189.86,196.52,53.63,4,UP,NEUTRAL
KHC,Kraft Heinz Company,NASDAQ,23.53,USD,1.51,2.26,5.47,-3.84,-6.01,-3.13,-14.61,-46.52,-72.42,-66.86,2.76,2.47,23.15,22.71,22.64,23.32,24.59,59.00,4,UP,NEUTRAL
ARES,Ares Management Corporation,NYSE,124.66,USD,1.20,0.45,14.57,-9.90,-14.79,-23.37,-28.09,139.22,790.39,586.80,3.44,4.41,123.13,115.49,111.87,130.00,147.90,61.33,4,UP,NEUTRAL
CNP,"CenterPoint Energy, Inc.",NYSE,42.17,USD,0.02,-0.07,-1.06,2.26,6.54,10.02,14.81,69.36,91.42,236.15,1.58,1.82,42.52,42.90,42.94,41.53,40.13,44.65,4,UP,NEUTRAL
TPR,"Tapestry, Inc.",NYSE,134.38,USD,1.27,-0.72,-10.87,-13.72,35.41,3.99,60.72,187.32,259.21,5275.20,3.34,3.20,136.88,144.19,143.79,141.49,125.62,41.70,4,UP,NEUTRAL
CFG,"Citizens Financial Group, Inc.",NYSE,61.34,USD,1.51,-6.39,-5.19,-8.99,19.32,4.93,46.82,22.12,186.37,185.30,2.49,2.40,63.18,63.89,61.55,62.01,56.94,41.84,4,UP,NEUTRAL
RF,Regions Financial Corporation,NYSE,26.96,USD,1.24,-4.16,-3.02,-13.65,8.45,-0.48,20.79,16.61,201.57,981.74,2.52,2.25,27.52,27.73,26.97,27.82,26.77,43.87,4,UP,NEUTRAL
TROW,"T. Rowe Price Group, Inc.",NASDAQ,103.99,USD,0.95,-1.41,9.57,10.60,1.41,1.48,7.00,-45.79,40.13,12823.02,2.08,2.18,104.03,98.83,94.87,97.97,101.15,62.48,4,UP,NEUTRAL
SW,Smurfit Westrock PLC,NYSE,40.84,USD,0.99,-3.11,-3.59,-18.51,18.69,5.15,-11.10,-32.72,3.84,-20.89,2.36,3.44,40.47,40.72,40.48,42.00,41.45,50.92,4,UP,NEUTRAL
HPQ,HP Inc.,NYSE,21.55,USD,1.34,1.06,14.78,13.39,-12.77,-4.41,-25.19,-34.19,86.86,11066.68,4.51,4.14,21.34,20.15,19.65,19.93,23.19,58.52,4,UP,NEUTRAL
SMCI,"Super Micro Computer, Inc.",NASDAQ,31.79,USD,-0.67,-6.53,17.72,-1.24,-7.16,6.09,-30.79,784.88,1160.81,3491.53,6.36,6.00,31.66,28.16,27.78,29.41,36.80,56.84,4,UP,NEUTRAL
CF,"CF Industries Holdings, Inc.",NYSE,123.33,USD,-1.73,8.09,2.86,27.33,47.38,59.18,40.20,128.39,343.79,3694.77,4.68,4.18,123.38,123.25,123.86,106.67,95.62,50.45,4,UP,NEUTRAL
INVH,"Invitation Homes, Inc.",NYSE,28.58,USD,0.42,-0.07,9.97,4.73,0.49,3.29,-14.74,-18.58,42.19,42.19,1.38,1.96,28.66,27.36,26.47,26.63,27.79,63.29,4,UP,NEUTRAL
CPT,Camden Property Trust,NYSE,104.94,USD,-0.39,0.83,3.72,-6.20,2.78,-4.27,-10.10,-14.63,22.15,361.27,1.16,2.01,104.67,103.09,102.05,105.30,105.37,56.30,4,UP,NEUTRAL
GEN,Gen Digital Inc.,NASDAQ,23.07,USD,-0.92,16.01,21.45,-6.58,-13.45,-15.26,-20.27,-11.22,36.70,3110.43,4.99,3.72,21.19,19.89,20.13,22.48,25.31,69.61,4,UP,NEUTRAL
MAS,Masco Corporation,NYSE,68.32,USD,1.24,-6.77,6.32,-11.56,11.05,7.32,0.78,6.95,118.97,11601.84,2.87,3.07,70.20,67.99,65.30,67.40,67.78,48.32,4,UP,NEUTRAL
APA,APA Corporation,NASDAQ,36.78,USD,-0.51,0.77,-5.26,30.80,48.91,49.63,101.53,72.19,-32.36,1716.99,2.70,3.55,38.13,38.62,38.18,32.39,27.78,45.09,4,UP,NEUTRAL
PNW,Pinnacle West Capital Corp,NYSE,99.41,USD,0.33,-0.77,-2.75,3.01,11.52,12.07,11.94,15.51,33.90,327.55,1.12,1.72,100.36,102.00,101.39,97.52,93.59,41.88,4,UP,NEUTRAL
ZBRA,Zebra Technologies Corporation Class A,NASDAQ,250.78,USD,1.63,8.77,9.53,-14.60,5.37,1.81,-16.72,-48.06,395.22,6083.55,5.15,3.91,231.99,226.81,219.50,233.14,261.83,66.61,4,UP,NEUTRAL
SJM,J.M. Smucker Company,NYSE,101.25,USD,0.38,5.27,13.09,-8.54,-7.64,3.36,-8.78,-25.28,-22.22,6328.84,1.49,2.26,98.78,96.06,98.37,101.55,104.03,64.38,4,UP,NEUTRAL
SWKS,"Skyworks Solutions, Inc.",NASDAQ,67.33,USD,-1.19,3.33,19.17,5.78,0.13,4.92,-7.41,-58.94,10.18,4561.26,4.41,4.47,67.95,62.23,59.19,59.86,66.10,56.81,4,UP,NEUTRAL
MSFT,Microsoft Corporation,NASDAQ,404.39,USD,-0.20,-3.74,4.25,-0.15,-18.83,-16.51,-9.76,64.02,696.04,415840.67,1.38,2.32,411.93,406.33,398.74,419.76,463.56,46.79,3,SIDEWAYS,NEUTRAL
BRK.B,Berkshire Hathaway Inc. Class B,NYSE,486.80,USD,0.26,3.74,1.46,-2.87,-5.42,-2.83,-4.89,67.87,244.27,1998.28,1.09,1.36,476.47,475.62,479.56,486.94,489.83,62.61,3,SIDEWAYS,NEUTRAL
V,Visa Inc. Class A,NYSE,322.49,USD,0.68,0.92,4.55,-1.95,-3.99,-7.83,-9.58,42.58,318.71,2068.00,1.50,1.75,322.89,315.44,311.73,322.00,331.34,54.74,3,SIDEWAYS,NEUTRAL
ORCL,Oracle Corporation,NYSE,187.80,USD,-1.03,-5.44,11.83,18.91,-10.92,-4.90,15.67,138.08,372.22,296709.07,3.52,4.38,188.03,171.23,163.05,167.66,209.85,59.88,3,SIDEWAYS,NEUTRAL
BAC,Bank of America Corp,NYSE,50.28,USD,0.88,-6.11,-5.31,-6.74,-4.88,-8.63,13.78,19.03,263.81,1517.01,2.22,2.17,51.77,52.32,50.54,52.12,51.60,41.07,3,SIDEWAYS,NEUTRAL
GE,GE Aerospace,NYSE,294.92,USD,0.07,-4.25,-6.38,-7.19,-2.01,-4.79,32.29,347.74,108.55,6087.00,2.39,3.38,294.72,295.40,297.48,308.27,299.58,49.71,3,SIDEWAYS,NEUTRAL
RTX,RTX Corporation,NYSE,178.28,USD,0.10,0.99,-11.46,-9.50,2.49,-2.84,35.59,109.60,202.12,11642.31,1.84,2.63,176.33,185.81,191.44,193.74,179.75,41.38,3,SIDEWAYS,NEUTRAL
AXP,American Express Company,NYSE,314.08,USD,1.45,-2.56,-3.36,-11.90,-13.19,-15.00,3.61,99.99,390.60,9207.80,1.37,2.19,316.18,318.61,311.27,333.35,336.36,47.36,3,SIDEWAYS,NEUTRAL
SCHW,Charles Schwab Corp,NYSE,91.31,USD,0.15,-0.54,-6.14,-4.89,-3.81,-8.48,6.41,25.08,231.67,25113.24,2.03,2.69,90.62,92.47,93.02,96.56,95.59,48.57,3,SIDEWAYS,NEUTRAL
APP,AppLovin Corp. Class A,NASDAQ,458.00,USD,0.99,0.69,6.87,13.37,-14.29,-32.98,22.63,811.62,554.29,554.29,6.25,5.83,473.00,450.32,447.67,490.72,530.77,49.74,3,SIDEWAYS,NEUTRAL
BX,Blackstone Inc.,NYSE,121.40,USD,1.49,-2.51,-1.30,-9.61,-12.26,-21.75,-18.47,38.77,370.36,238.10,2.35,3.24,122.81,122.32,117.46,129.58,145.53,49.20,3,SIDEWAYS,NEUTRAL
LMT,Lockheed Martin Corporation,NYSE,519.01,USD,-0.18,0.77,-15.88,-17.62,13.86,7.40,12.62,33.21,115.17,1965.71,1.70,2.61,514.52,558.23,588.81,588.11,527.84,35.17,3,SIDEWAYS,NEUTRAL
KKR,KKR & Co Inc,NYSE,99.00,USD,1.61,-2.76,0.00,-7.42,-16.65,-23.18,-23.07,77.04,678.91,325.81,2.75,3.40,100.80,99.69,95.70,105.52,118.49,48.44,3,SIDEWAYS,NEUTRAL
WM,"Waste Management, Inc.",NYSE,217.96,USD,0.70,-0.93,-5.53,-7.24,5.75,-0.63,-2.34,53.76,255.85,4152.88,1.90,2.00,220.46,226.08,229.24,227.93,222.69,40.12,3,SIDEWAYS,NEUTRAL
UPS,"United Parcel Service, Inc. Class B",NYSE,99.05,USD,0.61,-1.30,-2.94,-17.72,3.49,-0.25,-0.80,-54.04,-1.76,52.38,1.41,2.37,99.87,102.56,100.85,105.19,97.38,43.29,3,SIDEWAYS,NEUTRAL
ADP,"Automatic Data Processing, Inc.",NASDAQ,209.44,USD,0.39,1.65,7.03,-3.30,-17.74,-18.52,-31.70,7.93,143.45,25771.26,2.16,2.44,211.40,204.17,206.45,223.82,252.56,52.25,3,SIDEWAYS,NEUTRAL
CVNA,Carvana Co. Class A,NYSE,69.32,USD,-0.83,-11.54,-5.04,-5.04,11.91,-17.80,16.59,47.47,2467.41,2467.41,4.95,5.38,75.26,74.72,69.29,75.28,73.96,39.77,3,SIDEWAYS,NEUTRAL
RCL,Royal Caribbean Group,NYSE,273.50,USD,3.52,-4.72,-3.88,-19.30,8.59,-1.80,10.37,225.52,262.01,2897.26,2.73,3.93,269.15,270.55,272.57,288.73,296.10,51.66,3,SIDEWAYS,NEUTRAL
CRH,CRH public limited company,NYSE,109.56,USD,0.74,-6.02,-6.98,-13.10,-0.39,-12.70,10.22,115.25,275.72,3170.45,1.93,2.64,112.23,113.96,109.98,117.01,115.82,43.38,3,SIDEWAYS,NEUTRAL
AEP,"American Electric Power Company, Inc.",NASDAQ,128.24,USD,0.22,-2.58,-4.67,3.25,5.48,11.09,29.18,48.30,95.99,251.34,1.48,1.70,132.19,133.65,132.51,126.96,121.03,38.84,3,SIDEWAYS,NEUTRAL
TDG,TransDigm Group Incorporated,NYSE,1207.00,USD,0.47,-2.64,-5.65,-9.51,-9.19,-9.18,-15.02,103.03,385.69,4939.67,2.38,3.00,1198.42,1201.95,1203.44,1276.73,1306.36,51.40,3,SIDEWAYS,NEUTRAL
LHX,L3Harris Technologies Inc,NYSE,305.69,USD,0.25,0.87,-14.69,-10.49,7.35,3.98,39.84,41.10,302.75,8718.86,2.09,2.60,305.01,330.70,341.24,339.53,311.67,33.97,3,SIDEWAYS,NEUTRAL
COIN,"Coinbase Global, Inc. Class A",NASDAQ,197.91,USD,-1.93,0.96,9.93,29.27,-26.57,-14.17,-22.95,-20.84,-48.06,-48.06,7.59,5.99,200.80,192.47,191.66,198.58,255.26,51.16,3,SIDEWAYS,NEUTRAL
EW,Edwards Lifesciences Corporation,NYSE,81.35,USD,-0.05,-2.28,4.51,2.60,-5.72,-4.81,7.84,-8.83,136.17,6301.51,3.71,3.13,81.58,80.97,81.61,82.29,81.23,50.07,3,SIDEWAYS,NEUTRAL
GRMN,Garmin Ltd.,NYSE,233.72,USD,0.73,-3.81,-10.79,12.90,20.41,14.75,17.07,67.28,484.15,2856.14,2.09,2.60,238.56,250.88,245.10,230.54,228.24,38.51,3,SIDEWAYS,NEUTRAL
CBRE,"CBRE Group, Inc. Class A",NYSE,141.23,USD,0.41,-3.04,-3.00,-7.05,-7.63,-11.90,7.68,63.31,395.90,2130.03,2.15,2.87,143.47,144.78,140.69,150.54,154.29,44.25,3,SIDEWAYS,NEUTRAL
AIG,"American International Group, Inc.",NYSE,76.44,USD,0.88,-1.28,-1.00,-2.62,-2.58,-10.31,-8.64,47.72,37.86,436.20,1.81,2.19,77.00,76.66,76.36,77.32,78.24,49.84,3,SIDEWAYS,NEUTRAL
ODFL,"Old Dominion Freight Line, Inc.",NASDAQ,191.59,USD,1.27,-4.32,-7.67,-3.62,41.58,21.45,12.39,42.82,826.14,33473.17,2.87,3.79,195.81,207.06,199.86,190.57,167.22,39.83,3,SIDEWAYS,NEUTRAL
ED,"Consolidated Edison, Inc.",NYSE,106.22,USD,0.05,0.05,-4.66,-3.44,4.45,6.61,7.00,34.31,43.98,1207.26,1.66,1.82,107.43,109.99,110.86,108.13,103.86,37.31,3,SIDEWAYS,NEUTRAL
CCI,Crown Castle Inc.,NYSE,89.36,USD,-0.29,-0.71,2.65,2.28,-2.26,0.57,-8.86,-50.61,-0.48,594.06,2.37,2.67,90.16,87.58,86.21,86.61,91.05,54.23,3,SIDEWAYS,NEUTRAL
HIG,"Hartford Insurance Group, Inc.",NYSE,133.66,USD,0.77,0.54,-3.23,-6.54,-0.57,-2.57,4.47,102.33,201.17,437.32,1.47,1.93,133.35,136.41,135.84,136.65,133.76,44.74,3,SIDEWAYS,NEUTRAL
TKO,"TKO Group Holdings, Inc. Class A",NYSE,189.30,USD,3.05,-1.13,-3.20,-9.72,4.02,-9.83,15.08,251.79,950.50,520.66,2.73,3.15,186.45,189.06,192.85,200.67,195.27,51.22,3,SIDEWAYS,NEUTRAL
